1,2,3,4,5,6,7,8,9,10
19.996962739200185,19.991061478400606,19.988363084800586,19.992424960000655,19.996231680000314,19.995716108800256,19.995444108800278,19.990358848000632,19.992718720000447,19.99058112000078
20.759011358400357,21.28711969582944,20.741812049601158,19.98484992000131,19.992463360000627,22.116670773156127,20.62964634327777,22.10595625155688,20.624195565678107,20.619920365678773
20.755932766400544,21.27809851183005,20.73006047200175,19.97721024000197,19.988663040000944,22.112322881956388,20.625042452078052,22.096225768357517,20.61683428567856,20.61041140567956
20.75289550560073,21.269159990230655,20.718423556802335,19.969635200002624,19.984894720001257,22.108038990756643,20.62048656087833,22.08658461635815,20.609553005679007,20.60099252568034
20.749858244800915,21.26022146863126,20.70678664160292,19.96206016000328,19.98112640000157,22.1037550995569,20.615930669678608,22.07694346435878,20.602271725679454,20.59157364568112
20.746779652801102,21.25120028463187,20.695035064003513,19.95442048000394,19.977326080001887,22.09940720835716,20.61132677847889,22.067212981159418,20.594910445679908,20.582064685681907
20.743742392001288,21.242261763032477,20.6833981488041,19.946845440004594,19.9735577600022,22.095123317157416,20.60677088727917,22.05757182916005,20.587629165680355,20.572645805682686
20.740705131201473,21.233323241433084,20.671761233604684,19.93927040000525,19.969789440002515,22.09083942595767,20.602214996079447,22.047930677160682,20.5803478856808,20.563226925683466
20.73762653920166,21.224302057433693,20.660009656005276,19.93163072000591,19.96598912000283,22.086491534757933,20.59761110487973,22.03820019396132,20.572986605681255,20.553717965684253
20.734589278401845,21.2153635358343,20.64837274080586,19.924055680006564,19.962220800003145,22.08220764355819,20.593055213680007,22.02855904196195,20.5657053256817,20.544299085685033
20.73155201760203,21.206425014234906,20.636735825606447,19.91648064000722,19.95845248000346,22.077923752358444,20.588499322480285,22.018917889962584,20.55842404568215,20.534880205685813
20.728473425602218,21.197403830235515,20.62498424800704,19.90884096000788,19.954652160003775,22.073575861158705,20.583895431280567,22.00918740676322,20.5510627656826,20.5253712456866
20.725436164802403,21.188465308636122,20.613347332807624,19.901265920008534,19.95088384000409,22.06929196995896,20.579339540080845,21.999546254763853,20.54378148568305,20.51595236568738
20.72239890400259,21.17952678703673,20.60171041760821,19.89369088000919,19.947115520004402,22.065008078759217,20.574783648881123,21.989905102764485,20.536500205683495,20.50653348568816
20.719320312002775,21.170505603037338,20.5899588400088,19.88605120000985,19.94331520000472,22.060660187559478,20.570179757681405,21.980174619565123,20.52913892568395,20.497024525688946
20.71628305120296,21.161567081437944,20.578321924809387,19.878476160010504,19.939546880005032,22.056376296359733,20.565623866481683,21.970533467565755,20.521857645684396,20.487605645689726
20.713245790403146,21.15262855983855,20.566685009609973,19.87090112001116,19.935778560005346,22.05209240515999,20.56106797528196,21.960892315566387,20.514576365684842,20.478186765690506
20.710167198403333,21.14360737583916,20.554933432010564,19.86326144001182,19.931978240005662,22.04774451396025,20.556464084082243,21.951161832367024,20.507215085685296,20.468677805691293
20.70712993760352,21.134668854239766,20.54329651681115,19.855686400012473,19.928209920005976,22.043460622760506,20.55190819288252,21.941520680367656,20.499933805685743,20.459258925692072
20.704092676803704,21.125730332640373,20.531659601611736,19.848111360013128,19.92444160000629,22.03917673156076,20.5473523016828,21.931879528368288,20.49265252568619,20.449840045692852
20.70101408480389,21.116709148640982,20.519908024012327,19.84047168001379,19.920641280006606,22.034828840361023,20.54274841048308,21.922149045168926,20.485291245686643,20.44033108569364
20.697976824004076,21.10777062704159,20.508271108812913,19.832896640014443,19.91687296000692,22.03054494916128,20.53819251928336,21.912507893169558,20.47800996568709,20.43091220569442
20.69493956320426,21.098832105442195,20.4966341936135,19.825321600015098,19.913104640007234,22.026261057961534,20.533636628083638,21.90286674117019,20.470728685687536,20.4214933256952
20.69186097120445,21.089810921442805,20.48488261601409,19.817681920015758,19.90930432000755,22.021913166761795,20.52903273688392,21.893136257970827,20.46336740568799,20.411984365695986
20.688823710404634,21.08087239984341,20.473245700814676,19.810106880016413,19.905536000007864,22.01762927556205,20.524476845684198,21.88349510597146,20.456086125688437,20.402565485696766
20.68578644960482,21.071933878244018,20.46160878561526,19.802531840017068,19.901767680008177,22.013345384362307,20.519920954484476,21.87385395397209,20.448804845688883,20.393146605697545
20.682707857605006,21.062912694244627,20.449857208015853,19.794892160017728,19.897967360008494,22.008997493162568,20.51531706328476,21.86412347077273,20.441443565689337,20.383637645698332
20.67967059680519,21.053974172645233,20.43822029281644,19.787317120018383,19.894199040008807,22.004713601962823,20.510761172085036,21.85448231877336,20.434162285689784,20.374218765699112
20.676633336005377,21.04503565104584,20.426583377617025,19.779742080019037,19.89043072000912,22.00042971076308,20.506205280885315,21.844841166773993,20.42688100569023,20.36479988569989
20.673554744005564,21.03601446704645,20.414831800017616,19.772102400019698,19.886630400009437,21.99608181956334,20.501601389685597,21.83511068357463,20.419519725690684,20.35529092570068
20.67051748320575,21.027075945447056,20.403194884818202,19.764527360020352,19.88286208000975,21.991797928363596,20.497045498485875,21.825469531575262,20.41223844569113,20.34587204570146
20.667480222405935,21.018137423847662,20.391557969618788,19.756952320021007,19.879093760010065,21.98751403716385,20.492489607286153,21.815828379575894,20.404957165691577,20.33645316570224
20.66440163040612,21.00911623984827,20.37980639201938,19.749312640021667,19.87529344001038,21.983166145964113,20.487885716086435,21.80609789637653,20.39759588569203,20.326944205703025
20.661364369606307,21.000177718248878,20.368169476819965,19.741737600022322,19.871525120010695,21.97888225476437,20.483329824886713,21.796456744377164,20.390314605692478,20.317525325703805
20.658327108806493,20.991239196649484,20.35653256162055,19.734162560022977,19.86775680001101,21.974598363564624,20.47877393368699,21.786815592377796,20.383033325692924,20.308106445704585
20.65524851680668,20.982218012650094,20.344780984021142,19.726522880023637,19.863956480011325,21.970250472364885,20.474170042487273,21.777085109178433,20.375672045693378,20.298597485705372
20.652211256006865,20.9732794910507,20.333144068821728,19.718947840024292,19.86018816001164,21.96596658116514,20.46961415128755,21.767443957179065,20.368390765693825,20.28917860570615
20.64917399520705,20.964340969451307,20.321507153622314,19.711372800024947,19.856419840011952,21.961682689965397,20.46505826008783,21.757802805179697,20.36110948569427,20.27975972570693
20.646095403207237,20.955319785451916,20.309755576022905,19.703733120025607,19.85261952001227,21.957334798765658,20.46045436888811,21.748072321980334,20.353748205694725,20.27025076570772
20.643058142407423,20.946381263852523,20.29811866082349,19.69615808002626,19.848851200012582,21.953050907565913,20.45589847768839,21.738431169980966,20.34646692569517,20.260831885708498
20.640020881607608,20.93744274225313,20.286481745624076,19.688583040026916,19.845082880012896,21.94876701636617,20.451342586488668,21.7287900179816,20.33918564569562,20.251413005709278
20.636942289607795,20.92842155825374,20.274730168024668,19.680943360027577,19.841282560013212,21.94441912516643,20.44673869528895,21.719059534782236,20.33182436569607,20.241904045710065
20.63390502880798,20.919483036654345,20.263093252825254,19.67336832002823,19.837514240013526,21.940135233966686,20.442182804089228,21.709418382782868,20.32454308569652,20.232485165710845
20.630867768008166,20.91054451505495,20.25145633762584,19.665793280028886,19.83374592001384,21.93585134276694,20.437626912889506,21.6997772307835,20.317261805696965,20.223066285711624
20.627789176008353,20.90152333105556,20.23970476002643,19.658153600029546,19.829945600014156,21.931503451567202,20.433023021689788,21.690046747584137,20.30990052569742,20.21355732571241
